 , ,S1,S2,S3,S4,V,L,PRAC DRILL,PLAY #,QB,HASH,FPOS,DN,DIST,PERSON,OFF FORM,MOTION,OFF PLAY,OVO CONCEPT,JERSEY #,OVO RESULT,PLAY CALL,R/P,GAIN,REC#,PLAY RESULT,FORM FAM,FIB,BLITZ,FRONT,RUSHERS,STUNT,COVERAGE,DFE TEAM,OFF TEAM,TAPE LABELS
1481, , , , , , , , ,22,16,R,49,2,8,11,LAWN Y ON, ,LEGGO SNAG HOOSIERS,RACE/LEGGO/SNAG/HOOSIERS,4,C+, ,P,6, , ,UNBL, , ,OVR,4, ,3 BUZZ,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.022
1482, , , , , , , , ,1,14,L,-15,1,10,12,TRP FLO Z ON,X ORB,RACE SNAG HOOSERS,RACE/LEGGO/SNAG/HOOSIERS,6,C+, ,P,5, , , , , ,UND TITE S, , ,3 STR,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.001
1483, , , , , , , , ,7,14,L,-29,0,10,11,AIR OFF PIST,H QK,RACE SNAG,RACE/LEGGO/SNAG/HOOSIERS,4,CGRT, ,P,1, , ,PLN OFF, , ,CUB STK 4,3,SLANT,3 WK,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.007
1484, , , , , , , , ,60,14,L,43,2,12,12,TRP FL Z ON, ,RACE SNAG HOOSERS,RACE/LEGGO/SNAG/HOOSIERS,6,C, ,P,0, , , , , ,RUSH, , ,4 CONE +,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.060
1485, , , , , , , , ,25,16,M,49,2,3,12,DBL OFF FLO,H ORB,RACE SNAG HOOSIERS,RACE/LEGGO/SNAG/HOOSIERS,16,SACK, ,P,-3, , ,DBL OFF FLO, , , , , ,6,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.025
1486, , , , , , , , ,68, , , , , ,11,RAKE Y ON, ,RACE SNAG HOOSIERS,RACE/LEGGO/SNAG/HOOSIERS, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.068
1487, , , , , , , , ,3,16,L,-49,2,7,12,SLD FLO,H MV,RACE SNAG VIPER,RACE/LEGGO/SNAG/VIPER,83,INC, ,P,0, , ,SLD FLO, , ,OVR 9,4, ,3 STR,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.003
1488, , , , , , , , ,42,14,L,46,2,6,11,FLY RT, ,RACE SOPRANO,RACE/LEGGO/SOPRANO,4,C+, ,P,12, , , , , ,UND TITE, , ,3 STR,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.042
1489, , , , , , , , ,3,14,L,-47,1,10,11,PLN FLO CLSTR,Z MO,RAMBO,RAMBO/LIMBO,17,C+, ,P,13, , ,BCH 3X1 CLSTR, , ,OVR,4, ,3 BUZZ,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.003
1490, , , , , , , , ,3,14,L,26,1,15,11,PLN FLX, ,LIMBO,RAMBO/LIMBO,1,C+++, ,P,8, , , , , ,OVR G, , ,6,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.003
1491, , , , , , , , ,11,14,L,28,2,10,11,PLN FLO CLSTR, ,RAMBO,RAMBO/LIMBO,3,C, ,P,-1, , ,BCH 3X1, , ,OVR G WIDE, , ,6 CONE,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.011
1492, , , , , , , , ,44, , , , , ,20,GRN FLX, ,67 H SW RATTLER,RATTLE/SW, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.044
1493, , , , , , , , ,11,14, ,-49,2,9,HCKY,AIR FLX EARTH,T MV,51 H RATTLER X BOW,RATTLER/BOW,11,CGRT+++2, ,P,31, ,C,EMPTY,N, ,UGW, ,TFE,3,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.011
1494, , , , , , , , ,42,14, ,-27,3,8,11,AIR FLX,Z FLY,SUGAR (67 RATTLER BOW),RATTLER/BOW,11,CGRT+++2, ,P,22, ,C,PLN FLX,N,M@A,ODD 4I, ,FENBE,2,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.042
1495, , , , , , , , ,25,16,R,43,3,12,11,AIR FLX,Z FLY,67 RATTLER BOW,RATTLER/BOW,5,CGRT+, ,P,12, , ,PLN FLX, ,W1,BEAR 1,4,R DROP T SLANT,3 WK,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.027
1496, , , , , , , , ,15,16,L,-23,3,7,10,AIR FLX,Z FLY,67 RATTLER BOW,RATTLER/BOW,5,INC, ,P,0, , ,PLN FLX,X, ,SPLIT WIDE, , ,CHANGE,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.015
1497, , , , , , , , ,12,14,R,29,3,11,11,AIR FLX, ,67 RATTLER BOW,RATTLER/BOW,5,INC, ,P,0, , ,PLN FLX, , ,HEADS, ,MIXER,4,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.012
1498, , , , , , , ,14 BULL,75,14,L,-40,1,10,11,PLN FLX, ,63 RATTLER BOW,RATTLER/BOW,6,INC, ,P,0, ,I,PLN FLX,N, ,OG, ,TT,4,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.075
1499, , , , , , , , ,29,14,L,-37,4,6,11,PLN FLX,X FLY,66 RATTLER BOW,RATTLER/BOW,5,CGRT+++2, ,P,32, , ,PLN FLX, ,M@B,BEAR, , ,4,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.029
1500, , , , , , , , ,15,16,L,-23,3,18,10,PLN FLX,X FLY,66 RATTLER SLAM,RATTLER/SLAM,5,CGRT+++2, ,P,32, , ,PLN FLX, , ,ODD SH,3, ,2 MAN,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.015
1501, , , , , , , , ,12,14,L,33,4,11,10,ERLY FLX, ,66 Z RATTLER,RATTLER/SLAM,71,OFFHOLDING, ,P,0, , ,ERLY FLX, , ,OVR G,4,TEXAS TN CROSS,11,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.012
1502, , , , , , , , ,7,16,L,50,0,10,11,PLN FLX, ,63 RATTLER VIPER BOW,RATTLER/VIPER,5,CGRT++2, ,P,25, ,C,PLN FLX,N, ,OVER WINK, , ,3 CLD,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.007
1503, , , , , , , , ,8,14,R,31,3,6,11,AIR FLX,Z FLY,67 RATTLER VIPER BOW,RATTLER/VIPER,14,SACK, ,P,-6, , , , , ,OVR G TITE, , ,0,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.008
1504, , , , , , , , ,36,16,L,21,3,8,11,TEMPO, ,RENO,RENO/LAS VEGAS,1,C, ,P,1, , ,ERLY FLX, ,BD DOG (MR),ODD STK,5, ,1,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.038
1505, , , , , , , , ,8,16,L,-39,3,9,HCKY,PLN FLO STAR, ,T RICKY,RICKY/LUCY,0,N/A, ,X,15, , ,PLN FLO STAR, , , , , , ,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.008
1506, , , , , , , , ,10,14, ,-38,1,20,HCKY,PLN FLO STAR VENUS,T MV,T RICKY,RICKY/LUCY,4,C+, ,P,11, ,C,EMPTY,N, ,UGW, ,TNFE,4,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.010
1507, , , , , , , , ,9,16,L,-39,3,9,HCKY,PLN FLO STAR, ,T RICKY,RICKY/LUCY,11,CBOG+, ,P,10, , ,PLN FLO STAR, , ,SPLIT 9, , ,4 CONE,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.009
1508, , , , , , , , ,4,14,L,28,3,10,HCKY,PLN FLO STAR,T RT,T RICKY,RICKY/LUCY,4,D, ,P,0, ,I,PLN FLO STAR,N, ,OVR G WIDE, , ,3 BUZZ,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.004
1509, , , , , , , , ,28,14,R,23,2,5,11,AIR FLX, ,67 RIP CHICAGO,RIP/LIZ/CHICAGO,9,INC, ,P,0, , ,PLN FLX, , ,OVR G WIDE, , ,4,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.028
1510, , , , , , , , ,2,16,R,-26,2,9,11,AIR OFF,Y ORB,367 RIP CHICAGO,RIP/LIZ/CHICAGO,26,INC, ,P,0, , ,PLN OFF, , , , , ,4 MAN,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.002
1511, , , , , , , , ,69,14,R,-46,1,10,11,PLN FLX, ,67 RIP HOOSIERS,RIP/LIZ/HOOSIERS,81,C+, ,P,11, , , , , ,UND MOB,3,R DROP,3 FLD CLD,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.069
1512, , , , , , , , ,13,16,L,-34,3,3,11,AIR FLX, ,66 LIZ HOOSIERS,RIP/LIZ/HOOSIERS,38,SCR, ,P,6, ,SCR,PLN FLX,N, ,Odd 4i, , ,4,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.013
1513, , , , , , , , ,37,16,L,-34,3,4,11,AIR FLX, ,66 LIZ HOOSIERS,RIP/LIZ/HOOSIERS,3,C, ,P,5, , ,PLN FLX, ,S@C,UND MO,5, ,4 MAN,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.037
1514, , , , , , , , ,19,16,L,-49,3,4,11,PLN FLX, ,67 RIP HOOSIERS,RIP/LIZ/HOOSIERS,4,C, ,P,3, , ,PLN FLX, , ,SPLIT, , ,11,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.019
1515, , , , , , , , ,36,16,L,-44,3,2,12,PLN FLX, ,66 LIZ HOOSIERS,RIP/LIZ/HOOSIERS,26,CGRT, ,P,3, , ,PLN FLX, , ,UND G, , ,0,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.036
1516, , , , , , , , ,43,16,L,-33,2,10,11,AIR FLX, ,66 LIZ HOOSIERS,RIP/LIZ/HOOSIERS,4,INC, ,P,0, , ,PLN FLX, , ,OVR G,5,TAN,1,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.043
1517, , , , , , , , ,55,14,L,-26,3,2,11,AIR FLX, ,66 LIZ HOOSIERS,RIP/LIZ/HOOSIERS,9,INC, ,P,0, ,I,PLN FLX,N, ,OVR G, , ,4,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.055
1518, , , , , , , , ,62,14,L,-25,1,10,11,PLN FLX, ,66 LIZ HOOSIERS,RIP/LIZ/HOOSIERS,26,D, ,P,0, , , , , ,UND MOB,4, ,4,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.062
1519, , , , , , , , ,5,12,L,-40,2,5,11,PLN FLX, ,66 LIZ HOOSIERS,RIP/LIZ/HOOSIERS,83,INC, ,P,0, , ,PLN FLX, , ,UND G WO,4,RN SPIKE,4,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.005
1520, , , , , , , , ,45,18,L,-9,3,6,11,AIR FLX, ,66 LIZ HOOSIERS,RIP/LIZ/HOOSIERS,83,INC, ,P,0, , ,PLN FLX, , ,UND,4,RN SPIKE,4,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.045
1521, , , , , , , , ,50,14,R,-14,2,20,11,PLN FLX, ,67 RIP HOOSIERS,RIP/LIZ/HOOSIERS,14,SACKBOG, ,P,-7, , ,PLN FLX, , ,OVR G MOB,4, ,4,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.050
1522, , , , , , , , ,5, , , , , ,10,AIR FLX, ,367 RIP HOOSIERS,RIP/LIZ/HOOSIERS, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.005
1523, , , , , , , , ,34,14,R,-37,3,3,11,PLN FLX, ,67 RIP HOOSIERS,RIP/LIZ/HOOSIERS,3,CGRT, ,P,3, , ,PLN FLX, ,W@A,SPLIT W SHOW, , ,1,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.034
1524, , , , , , , , ,14,14,R,-31,2,7,11,AIR FLX, ,67 RIP NINJA STUTTER,RIP/LIZ/NINJA,11,DPI, ,P,15, , ,PLN FLX, , ,UND G WO,4, ,4,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.014
1525, , , , , , , , ,35,14,L,35,2,9,11,AIR FLX, ,66 LIZ NINJA,RIP/LIZ/NINJA,4,C+, ,P,12, , , , , ,SPLIT, , ,1,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.035
1526, , , , , , , , ,3,14,R,-18,3,4,11,AIR FLX, ,67 RIP NINJA,RIP/LIZ/NINJA,26,CGRT, ,P,8, , ,PLN FLX, , ,UND G,4,TON,4,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.003
1527, , , , , , , , ,30,16,L,43,1,10,10,PLN FLX, ,66 LIZ NINJA,RIP/LIZ/NINJA,81,C+, ,P,7, , ,PLN FLX, , ,OVR G,4, ,4,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.030
1528, , , , , , , , ,57,16,R,-31,2,10,11,AIR FLX, ,67 RIP NINJA,RIP/LIZ/NINJA,26,CGRT, ,P,5, , ,PLN FLX, , ,HEADS +, , ,1,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.057
1529, , , , , , , , ,73,14,R,28,1,10,10,PLN FLX, ,RIP NINJA,RIP/LIZ/NINJA,11,C, ,P,4, , , , , ,SPLIT MOB,4,TON,6,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.073
1530, , , , , , , , ,31,14,R,29,3,3,11,PLN FLX, ,67 RIP NINJA,RIP/LIZ/NINJA,1,INC, ,P,0, , , , , ,SPLIT WM SHOW, , ,0,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.031
1531, , , , , , , , ,34,14,R,7,2,7,11,AIR FLX, ,67 RIP NINJA STUTTER,RIP/LIZ/NINJA,14,SCR, ,P,0, , ,PLN FLX, ,SB R3,ODD,5, ,4,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.034
1532, , , , , , , , ,52, , , , , ,11,PLN FLX, ,366 LIZ NINJA,RIP/LIZ/NINJA, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.052
1533, , , , , , , , ,5,16,R,-29,2,6,11,AIR FLX, ,67 RIP NINJA  STUTTER,RIP/LIZ/NINJA/STUTTER,16,SCR, ,P,9, , ,PLN FLX, , ,UND G WIDE, , ,1 DROP,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.005
1535, , , , , , , , ,42,16,R,-33,3,5,11,AIR FLX, ,67 RIP OSC,RIP/LIZ/OSC,11,SACK, ,P,-8, , ,PLN FLX, , ,OVR G,4,NOT,11,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.042
1536, , , , , , , , ,41,14,R,50,1,10,11,PLN OFF,Y MV,65 SMACK ROAST,ROAST,83,C+++2, ,P,35, , ,PLN OFF, , ,UND,4, ,4 POACH,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.041
1538, , , , , , , , ,33,16,L,-36,1,10,11,LATE FLO,H BO,+ 67 STAY ROAST,ROAST,11,CGRT+++2, ,P,26, , ,PLN, , ,OVR G 9,4, ,4 POACH,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.033
1539, , , , , , , ,95 LA / 4 THROW BY,25,16,R,29,2,10,HCKY,AIR FL,ROPE,51 STAY ROAST,ROAST,4,D, ,P,0, ,I,PLN FLO,N, ,OVER G 4i, ,FET,4 CONE,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.025
1540, , , , , , , , ,5,16,R,25,1,10,11,AIR FL,ROPE,51 STAY ROAST,ROAST,75,PERSFL, ,P,0, , ,PLN FLO, , ,OVR G MO, , ,4 CONE,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.005
1541, , , , , , , , ,66,18,R,43,1,10,12,TRP,Z MV,65 LAVA Z PO,ROCK/LAVA/PO,11,INC, ,P,0, , ,TRP, , ,UND G,4, ,6,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.066
1542, , , , , , , , ,18,14,R,-34,2,15,11,AIR, ,ROGER,ROGER/LOUIE,14,R, ,R,5, , , , , ,OVR G, , ,2,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.018
1543, , , , , , , , ,15,14,L,19,1,10,11,PLN OFF H ON,X MV,ROGER ROSCOE ARC,ROGER/LOUIE/ROSCOE/ARC,11,R, ,R,-4, , , , , ,RUSH, , ,4 POACH,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.015
1544, , , , , , , , ,48,16,R,-27,2,8,11,LAWN, ,LOUIE ROSCOE BLF,ROGER/LOUIE/ROSCOE/BLF,4,R, ,R,-1, , ,UNBL, , ,OVR,4, ,11,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.048
1545, , , , , , , , ,17,14,L,38,1,10,11,ELON LT, ,LOUIE ROSCOE BLF,ROGER/LOUIE/ROSCOE/BLF,8,RBOG, ,R,-3, ,C,ELON LT,Y, ,OVR G, , ,4 POACH,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.017
1546, , , , , , , , ,80,12,L,-22,3,8,11,AIR OFF, ,65 RUNBACKS,RUNBACKS,11,C, ,P,8, , , , , ,OVR,4, ,4,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.080
1547, , , , , , , , ,52,16,R,44,2,8,11,LATE FLX, ,353 SCAT,SCAT,11,CGRT+++2, ,P,44, , ,ERLY FLX, , ,OVR G,5, ,1,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.052
1548, , , , , , , , ,22,16,R,-41,3,2,11,LATE FLX, ,353 SCAT,SCAT,11,C+++, ,P,15, , ,ERLY FLX, ,MC,RUSH FIELD,5, ,1,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.022
1549, , , , , , , , ,26,16,L,26,4,2,11,ERLY OFF, ,52 SCAT,SCAT,11,C+, ,P,15, , ,ERLY OFF, , ,UND G, , ,0,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.026
1550, , , , , , , , ,76,14,R,15,2,10,10,LATE FLX, ,53 SCAT,SCAT,11,C+, ,P,12, , , , , ,UND G +,4,TEXAS EN,4 POACH,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.076
1551, , , , , , , , ,53,14,L,29,3,3,11,ERLY OFF, ,52 SCAT,SCAT,5,CGRT, ,P,5, , , , , ,BEAR 9, , ,1,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.053
1552, , , , , , , , ,50,14, ,29,4,3,11,LATE OFF STK, ,53 SCAT,SCAT,87,CGRT, ,P,5, ,C,BCH 3X1 OFF,N, ,OGW, , ,1B,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.050
1553, , , , , , , , ,61,14,R,-48,3,3,11,LATE FLX, ,353 SCAT,SCAT,83,CGRT, ,P,3, , ,ERLY FLX, , , ,4, ,6 CONE,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.061
1554, , , , , , , , ,58,16,R,-36,3,5,11,LATE FLX, ,353 SCAT,SCAT,1,C, ,P,2, , ,ERLY FLX, , ,ODD, , ,83,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.058
1555, , , , , , , , ,7,16,R,19,1,19,11,LATE FLX, ,353 SCAT,SCAT,2,C, ,P,1, , ,ERLY FLX, , ,UND G M,5, ,3 ZD,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.007
1556, , , , , , , , ,26,14,L,-42,2,10,11,ERLY FLX, ,352 SCAT,SCAT,2,INC, ,P,0, , ,ERLY FLX, , ,UND G,4,STRONG,3 STR,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.026
1557, , , , , , , , ,42,14, ,-40,3,6,11,ERLY OFF, ,52 SCAT,SCAT,5,INC, ,P,0, , , , , ,ODD, , ,MATCH,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.042
1558, , , , , , , , ,11,16,L,-17,3,5,11,ERLY FLX, ,52 SCAT,SCAT,81,D, ,P,0, , ,ERLY FLX, , ,OVR G, , ,1,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.011
1559, , , , , , , , ,7,11, ,-43,1,10, ,PIST ERLY, , ,SCAT, , , ,P, ,87,INT, ,N, , , , , ,RICHMOND,WILLIAM & MARY,24 1450 11-23-2024 VAWM D @ VARI.007
1560, , , , , , , , ,69,14,R,33,2,10,11,LATE OFF, ,53 SCAT,SCAT,1,CGRT, ,P,5, , ,ERLY OFF, ,UND TITE, ,0,6, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.069
1561, , , , , , , , ,48,14,L,12,3,8,11,LATE OFF, ,53 SCAT Z SLUGGO,SCAT/SLUGGO,5,INC, ,P,0, ,I,ERLY OFF,Y, ,OVR G WIDE, , ,4 POACH,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.048
1562, , , , , , , , ,21,14,R,22,1,10,11,ERLY OFF, ,52 SCAT X SLUGGO,SCAT/SLUGGO,5,INC, ,P,0, , ,ERLY OFF,X, ,OVR G 9, , ,4 POACH,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.021
1563, , , , , , , , ,12,16,R,50,2,12,11,LATE FLX, ,SEA,SEA/SYR,2,C+++, ,P,15, , ,ERLY FLX, , , , , ,3 WK,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.012
1564, , , , , , , , ,30,14, ,15,1,10,11,ERLY FLX, ,SYR,SEA/SYR,9,C+++, ,P,15, ,C,ERLY FLX,N,M@A,UGW, , ,1B,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.030
1565, , , , , , , , ,7,14,R,39,1,19,11,PLN OFF,H BO,SYR,SEA/SYR,2,C+++, ,P,14, , ,PLN OFF, , ,UND,3,R DROP,3 FLD CLD,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.007
1566, , , , , , , , ,51,16,R,21,3,9,10,LATE FLX, ,SEA,SEA/SYR,2,C+++, ,P,13, , ,ERLY FLX, ,MA,RUSH M,5, ,1,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.051
1567, , , , , , , , ,29,16,L,-10,3,28,11,ERLY FLX, ,SEA,SEA/SYR,8,C+, ,P,11, , ,ERLY FLX, , , , , ,3 WK ZD,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.029
1568, , , , , , , , ,13,16,R,-32,2,9,11,PLN FLX,H MV,SYR Z SHALLOW,SEA/SYR,8,C, ,P,6, , ,PLN FLX, , ,RUSH,4,NOT,6,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.013
1569, , , , , , , , ,61,18,R,-35,3,10,11,AIR FLX FAR,Y FLY,SYR,SEA/SYR,2,C+, ,P,5, , ,PLN FLX, ,W1,UND G,5, , ,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.061
1570, , , , , , , , ,10,14,L,37,2,15,11,AIR FLX,H MV,SEA,SEA/SYR,1,C, ,P,4, , ,PLN FLX, , ,UND G MO,4, ,3 WK,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.010
1571, , , , , , , , ,4,16,R,-24,1,10,11,ERLY FLX, ,SEA,SEA/SYR,8,C, ,P,1, , ,ERLY FLX, , , , , ,1,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.004
1572, , , , , , , , ,15,16,L,-38,2,10,11,AIR OFF,H BO,SEA,SEA/SYR,2,C, ,P,0, , ,PLN OFF,X, ,UND G, , ,1,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.015
1573, , , , , , , , ,49,14,R,-14,1,20,11,LATE FLX, ,SEA,SEA/SYR,2,INC, ,P,0, , ,ERLY FLX, ,W1,CUB 2,4,R DROP,3 FZ,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.049
1574, , , , , , , , ,37,16,R,38,2,10,11,LATE FLX, ,SEA,SEA/SYR,7,INC, ,P,0, , ,ERLY FLX, , ,UND G, , ,1 KNIFE,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.037
1575, , , , , , , , ,44,14,R,-30,2,6,11,PLN FLX, ,SEA,SEA/SYR,8,INC, ,P,0, , ,PLN FLX,X, ,UND G WIDE, , ,4,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.044
1576, , , , , , , , ,13,14, ,-42,1,10,11,LATE FLX, ,SEA,SEA/SYR,8,C, ,P,-3, , , , , ,ODD, , ,3 FLD CLD,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.013
1577, , , , , , , , ,26,14,R,18,2,15,11,LATE FLX, ,SYR,SEA/SYR,9,C, ,P,-3, ,C,ERLY FLX,N, ,UGW, , ,4 CONE,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.026
1578, , , , , , , , ,41,14,L,34,2,18,11,AIR OFF,H BO,SEA,SEA/SYR,2,C, ,P,-4, , ,PLN OFF, , ,UND G,4,STRONG,3 STR,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.041
1580, , , , , , , , ,20,16,R,25,3,10,11,PLN FLO,H ORB,#NAME?,SEA/SYR,2,C, ,P,-6, , ,PLN FLO, ,SAW (SW),OVR 61,6, ,4 CONE,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.020
1581, , , , , , , , ,62, , , , , ,ALL,ERLY FLX MARS,T MV,SEA,SEA/SYR, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.062
1582, , , , , , , , ,56,16,L,32,3,5,11,TRK FLX,H TAC, ,SHAVE,1,C+++2, ,P,32, , ,TRK FLX, ,SA W2,RUSH,5,NEAR,1,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.056
1583, , , , , , , , ,40,14,L,-28,2,7,11,TEMPO, ,SHAVE LT,SHAVE,6,C+++2, ,P,22, , , , , ,OVR TITE, , ,11,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.040
1584, , , , , , , , ,18,14,R,-47,1,15,11,TEMPO, ,SHAVE RT,SHAVE,4,C+++, ,P,15, ,C,PLN FLX,N, ,UGW, , ,4,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.018
1585, , , , , , , , ,65,14,R,-41,3,4,11,TEMPO, ,SHAVE RT,SHAVE,1,CGRT+, ,P,9, , , , , ,OVR TITE, , ,4,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.065
