 , ,S1,S2,S3,S4,V,L,PRAC DRILL,PLAY #,QB,HASH,FPOS,DN,DIST,PERSON,OFF FORM,MOTION,OFF PLAY,OVO CONCEPT,JERSEY #,OVO RESULT,PLAY CALL,R/P,GAIN,REC#,PLAY RESULT,FORM FAM,FIB,BLITZ,FRONT,RUSHERS,STUNT,COVERAGE,DFE TEAM,OFF TEAM,TAPE LABELS
1586, , , , , , , , ,20,16,R,-42,2,11,10,PLN FLX BCH,X MO,54 Y SHAVE,SHAVE,11,C, ,P,9, , ,BCH 2X2, , , , , ,2 TAMPA,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.020
1587, , , , , , , , ,49,16,L,-33,2,9,11,TEMPO, ,SHAVE LT,SHAVE,1,C, ,P,8, , ,PLN FLX, , ,UND WIDE, , ,4,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.049
1588, , , , , , , , ,6,12,L,-40,3,5,10,AIR FLX BCH,Z MO,55 H SHAVE,SHAVE,81,C+, ,P,7, , ,BCH 2X2, , ,UND G,4,TEXAS EN,4,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.006
1589, , , , , , , , ,60,16,L,25,4,4,11,TEMPO, ,SHAVE LT,SHAVE,6,C, ,P,6, , ,PLN FLX, , , , , ,11,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.060
1590, , , , , , , , ,8,16,R,-40,3,3,11,TRK FLX BCH PLANET, ,54 X SHAVE,SHAVE,81,C+, ,P,6, , ,TRK FLX, ,SB,OVR G,5, ,1,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.008
1591, , , , , , , , ,16,14,L,43,3,2,11,TEMPO, , ,SHAVE,9,CGRT, ,P,5, ,C,PLN FLX,N, ,OVR G, , ,0 SY,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.016
1592, , , , , , , , ,6,16,L,-29,3,5,11,TEMPO, ,SHAVE LT,SHAVE,11,C, ,P,4, , ,PLN FLX, , , , , ,1,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.006
1593, , , , , , , , ,40,16,L,-21,2,10,11,PLN FLX BCH,Z MOLLY,55 Z SHAVE,SHAVE,16,SCR, ,P,3, , ,BCH 2X2, , ,OVR G,4, ,3 CLD,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.040
1594, , , , , , , , ,52,14,R,27,3,4,11,TEMPO, ,SHAVE RT,SHAVE,5,INC, ,P,0, , ,PLN FLX, , ,RUSH, , ,4 ZD,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.052
1595, , , , , , , , ,38,16,R,31,3,4,11,TRK FLX BCH PLANET,H MV,55 X SHAVE,SHAVE,5,INT, ,P,0, , , , , ,UND G,4, ,1,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.038
1596, , , , , , , , ,67,14,L,39,1,10,11,TEMPO, ,SHAVE LT,SHAVE,11,INC, ,P,0, ,I,PLN FLX,N, ,E2, ,TT,4,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.067
1597, , , , , , , , ,39,14, ,41,3,3,10,TEMPO, ,SHAVE LT,SHAVE,4,SACK, ,P,-9, , , , , ,HEADS, , ,MATCH,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.039
1598, , , , , , , , ,52,16,R,-25,3,4,11,GRN,T LT,54 SHAVE,SHAVE,16,SACK, ,P,-9, , ,GRN, , ,OVR G, , ,4,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.052
1599, , , , , , , , ,47,14,R,-37,3,5,11,TEMPO, ,SHAVE RT,SHAVE,87,OPI, ,P,-15, ,C,PLN FLX,N, ,UG, , ,3 ZD,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.047
1600, , , , , , , , ,30, , , , , ,11,AIR FLX BCH,Z FLY,54 X SHAVE,SHAVE, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.030
1601, , , , , , , , ,16,14,R,11,4,11,11,TEMPO, ,SHAVE RT,SHAVE,4,C, ,P,3, , ,PLN FLX, ,RUSH, , ,3 WK, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.016
1602, , , , , , , , ,40,16,L,26,1,10,11,TEMPO, ,SKITTLES RT,SKITTLES,16,SACK, ,P,-7, , ,ERLY, ,S@C,BEAR,5, ,3 WK ZD,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.040
1603, , , , , , , , ,69,14,R,-13,2,9,10,AIR FLX, ,64 DBL SLAM,SLAM,81,INC, ,P,0, , ,PLN FLX, , , ,4, ,2,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.069
1604, , , , , , , , ,32,16,L,36,2,7,11,TEMPO, ,SNAG LT,SNAG,5,C++, ,P,13, , ,PLN FLX, , ,UND,4, ,3 STR,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.034
1605, , , , , , , , ,50,12,R,25,1,10,11,TEMPO, ,SNAG RT,SNAG,3,CGRT, ,P,11, , ,PLN FLX, , , , , ,2 MAN,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.050
1606, , , , , , , , ,67,18,R,43,2,10,11,TEMPO, ,SNAG RT,SNAG,11,C+, ,P,11, , ,PLN FLX, , ,UND G WO,4,RN SPIKE,4,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.067
1607, , , , , , , , ,53,14,R,20,3,2,11,TEMPO, ,SNAG RT,SNAG,11,C+, ,P,8, , ,PLN FLX, ,MC, ,5, ,6,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.053
1608, , , , , , , , ,29,14,R,36,1,10,11,AIR,Z FLY,SNAG RT,SNAG,9,C+, ,P,7, , , , , ,OVR G 9, , ,11,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.029
1609, , , , , , , , ,60,16,L,45,1,10,11,TEMPO, ,SNAG LT,SNAG,38,DOFFSIDE, ,P,5, ,I,PLN FLX,N, ,UGW, , ,4,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.060
1610, , , , , , , , ,7,16,R,-36,2,7,11,TEMPO, ,SNAG RT,SNAG,2,CGRT, ,P,4, , , , , ,OVR,4, ,4,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.007
1611, , , , , , , , ,79,14,L,44,2,10,11,TEMPO, ,SNAG LT,SNAG,11,C, ,P,4, ,C,PLN FLX,N, ,UGW, ,"FTE, BTE",2 ROBBER,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.079
1612, , , , , , , , ,83,12,R,-37,3,3,11,TEMPO, ,SNAG RT,SNAG,12,SCR, ,P,3, , ,PLN FLX, , ,UND G MOB,4, ,4,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.083
1613, , , , , , , , ,82,12,R,-36,2,4,11,TEMPO, ,SNAG RT,SNAG,1,C, ,P,1, , , , , ,UND MOB,4, ,4,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.082
1614, , , , , , , , ,58,16,R,-36,3,5,12,TEMPO, ,SNAG RT,SNAG,2,INC, ,P,0, , ,PLN FLX, , ,BEAR 1,5, ,1,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.060
1615, , , , , , , , ,25,14,L,-19,3,4,11,TEMPO, ,SNAG LT,SNAG,3,INC, ,P,0, , ,PLN FLX, ,SB,OVR G MOB,4,WEAK,3 FZ,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.025
1616, , , , , , , , ,2,18,M,-35,2,7,11,TEMPO, ,SNAG LT,SNAG,4,INC, ,P,0, , ,PLN FLX, , ,CUB WOB,3,SLANT,4 ROBBER,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.002
1617, , , , , , , , ,6,14,R,33,3,3,11,TEMPO, ,SNAG RT,SNAG,4,D, ,P,0, , ,PLN FLX, , ,SPLIT, , ,1,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.006
1618, , , , , , , , ,24,14,L,7,3,7,11,TEMPO, ,SNAG LT,SNAG,1,CGRT, ,P,4, , ,PLN FLX, ,WM EDGE,SPLIT, , ,1,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.024
1619, , , , , , , , ,36,14, ,16,3,7,11,PLN FLX, ,53 SNAG SNEAK,SNAG/SNEAK,4,CGRT+++, ,P,16, ,C,PLN FLX,N, ,ODD 5 SH WK, , ,4B,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.036
1620, , , , , , , , ,33,14,R,13,3,10,10,AIR FLX, ,52 SNAG SNEAK,SNAG/SNEAK,11,CGRT++2, ,P,13, , ,PLN FLX, , ,UND G MOB,4,NOT,4,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.033
1622, , , , , , , , ,32,16,R,10,3,7,11,AIR FLX, ,52 SNAG SNEAK,SNAG/SNEAK,11,CGRT++2, ,P,10, , ,PLN FLX, , ,OVR G MOB,4, ,4,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.032
1623, , , , , , , , ,45,16,R,-28,3,7,11,AIR FLX, ,352 SNAG SNEAK,SNAG/SNEAK,2,INC, ,P,0, , ,PLN FLX, ,SB M1,ODD SH,5, ,4,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.045
1624, , , , , , , , ,45,14,R,19,2,8,11,AIR FLX, ,52 SNAG SNEAK,SNAG/SNEAK,3,INC, ,P,0, , , , , ,BEAR, , ,1,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.045
1625, , , , , , , , ,33,14,R,9,3,4,11,AIR FLX, ,52 SNAG SNEAK,SNAG/SNEAK,6,INT, ,P,0, , ,PLN FLX, , ,OVR G, , ,1,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.033
1626, , , , , , , , ,13,14,R,14,2,4,11,AIR FLX, ,52 SNAG SNEAK,SNAG/SNEAK,11,INC, ,P,0, , , , , ,RUSH, , ,11,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.013
1627, , , , , , , , ,17,14,R,8,5,8,11,AIR FLX, ,52 SNAG SNEAK,SNAG/SNEAK,1,D, ,P,0, , ,PLN FLX, ,M/S,BEAR, , ,MATCH,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.017
1628, , , , , , , , ,38,16,R,-32,2,7,11,AIR FLX PLANET,T MV,54 SNAG Y WRAP,SNAG/WRAP,11,FACEMASK, ,P,15, , ,EMPTY, , ,OVR MOB,4, ,3 STR,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.040
1629, , , , , , , , ,25,11, ,-24,1,10, ,ERLY FLX BCH, , ,SPACE, , , ,P,-10, ,O PEN, ,N, , , , , ,RICHMOND,WILLIAM & MARY,24 1450 11-23-2024 VAWM D @ VARI.025
1630, , , , , , , , ,48,14,L,46,2,7,10,LATE FLX,H ORB,356 SPACE H CORN,SPACE/CORN,17,C+, ,P,6, , ,ERLY FLX, , ,UND MO,4,TON,4 POACH,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.048
1631, , , , , , , , ,65,18,R,49,2,4,11,AIR FLX,H MV,357 SPACE H CORN,SPACE/CORN,83,C, ,P,6, , ,PLN FLX, ,W3,UND G MOB,5, ,3 WK,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.065
1632, , , , , , , , ,19,16,R,-43,1,10,12,TRP,Z MV,356 SPACE DSL,SPACE/DSL,2,C, ,P,-1, , ,TRP, , , , , ,3 WK,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.019
1633, , , , , , , , ,40,16,R,-37,1,20,11,LATE OFF, ,357 SPACE Y LD,SPACE/LD,2,C, ,P,-1, , ,ERLY OFF, , ,OVR G,4, ,3 STR,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.042
1634, , , , , , , , ,40,16,L,14,1,10,11,TEMPO, ,ST. LOUIS,ST.LOUIS/RANGERS,16,R, ,R,6, , ,BCH 2X2,N, ,E3, , ,3 WK BUZZ,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.040
1635, , , , , , , , ,9,11, ,-29,2,11, ,GOLD, , ,ST.LOUIS/RANGERS, , , ,R,2,1, , ,N, , , , , ,RICHMOND,WILLIAM & MARY,24 1450 11-23-2024 VAWM D @ VARI.009
1636, , , , , , , , ,37,14,L,21,2,8,11,TEMPO, ,ST. LOUIS,ST.LOUIS/RANGERS,14,RBOG, ,R,0, , , , , ,SPLIT, , ,2,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.037
1637, , , , , , , , ,24,16,R,34,2,10,11,TEMPO, ,STALLION,STALLION,16,R, ,R,6, , ,EMPTY, , ,OVR G 9 SLIDE, , ,1 HOLE,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.024
1638, , , , , , , , ,27,16,R,-44,4,10,11,SLT FLX BCH, ,360 STICK,STICK,75,CBLK, ,P,20, , ,TRK FLX CLSTR, , , , , ,4,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.027
1639, , , , , , , , ,29,14,R,-38,2,2,11,TEMPO, ,STICK,STICK,83,C, ,P,8, , ,ERLY FLX, ,M1,ODD G M SHOW,4, ,2 TAMPA,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.029
1640, , , , , , , , ,31,14,R,15,1,10,11,TEMPO, ,STICK,STICK,14,R, ,R,6, , ,ERLY FLX, , ,4 CONE, , , ,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.031
1641, , , , , , , , ,37,12,R,38,1,10,11,TEMPO, ,STICK,STICK,12,R, ,R,3, , ,ERLY FLX, , ,UND G MO,4, ,41,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.037
1642, , , , , , , , ,41, , , , , ,11,TEMPO, ,STICK [DSL],STICK, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.041
1643, , , , , , , , ,42, , , , , ,11,TEMPO, ,STICK [DSL],STICK, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.042
1644, , , , , , , , ,28,14,R,-30,1,10,11,LATE FLX, ,64 YOGI UP,STICK/NOD,1,C+, ,P,8, , ,ERLY FLX, ,MA,ODD G M SHOW,4, ,2 TAMPA,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.028
1645, , , , , , , , ,37,16,R,36,2,9,11,LATE FLX, ,STICK Z SPOT,STICK/SPOT,2,C+, ,P,5, , , , , ,UND G,4, ,6,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.037
1646, , , , , , , , ,66,14,L,50,1,10,11,TEMPO, ,STICK X SPOT,STICK/SPOT,1,C, ,P,4, , , , , ,UND G TITE, , ,4 POACH,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.066
1647, , , , , , , , ,42,14,R,-11,1,10,11,TEMPO, ,STICK Z SPOT,STICK/SPOT,1,C, ,P,5, , ,ERLY FLX, ,UND SLIDE, ,0,6, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.042
1648, , , , , , , , ,3,14,L,41,2,5,11,ERLY FLX FL STK, ,351 Z STING,STING,11,C+, ,P,9, , ,ERLY FLX FL, , ,CUB,3, ,4,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.003
1649, , , , , , , , ,21,16,L,28,1,5,11,TEMPO, ,STK 2,STK 1/2,11,C+++, ,P,13, , ,STK, , , , , ,1,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.021
1650, , , , , , , , ,44,16,L,-39,1,10,11,TEMPO, ,STK 2,STK 1/2,8,R, ,R,7, , ,STK, , , , , ,11,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.044
1651, , , , , , , , ,51,14,R,29,2,6,11,TEMPO, ,STK 1,STK 1/2,8,R, ,R,2, , ,STK, , ,4, , , ,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.051
1652, , , , , , , , ,60,14,R,23,1,10,11,TEMPO, ,(SUGAR) STK 2,STK 1/2,3,C, ,P,0, , ,STK, , ,1, , , ,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.060
1653, , , , , , , , ,23,16,R,-33,3,7,11,PLN FLX, ,64 STOP,STOPS,3,CGRT, ,P,7, , , , ,WB,ODD,4,N SPIKE,3 WK FZ,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.023
1654, , , , , , , , ,50,14,L,25,1,10,10,PLN FLX, ,60 STOPS,STOPS,17,C, ,P,25, , ,PLN FLX, , ,ODD WOB,3,NOT,4 ROBBER,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.050
1655, , , , , , , , ,53,14,L,33,1,10,10,AIR FLX, ,60 STOPS,STOPS,17,CRT++2, ,P,24, , ,ERLY FLX, , ,ODD STK,3, ,2 ROBBER,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.053
1656, , , , , , , , ,12,14, ,-21,2,7,11,TEMPO, ,STOPS LT,STOPS,1,C+++2, ,P,21, , , , , ,ODD, , ,6 ROBBER,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.012
1657, , , , , , , , ,13,14,R,-31,2,9,11,TEMPO, ,STOPS RT,STOPS,1,C+++, ,P,18, ,C,PLN FLX,N, ,UND G WIDE, , ,3 WK ZD,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.013
1658, , , , , , , , ,52,14,R,-50,1,10,10,AIR FLX, ,60 STOPS,STOPS,17,CGRT++2, ,P,17, , ,PLN FLX, , ,ODD STK MO,3,PINCH,83,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.052
1659, , , , , , , , ,68,14,L,39,2,10,11,TEMPO, ,STOPS LT,STOPS,6,C, ,P,11, ,C,PLN FLX,N, ,UG, , ,4 ZD,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.068
1660, , , , , , , , ,68,14,R,-35,3,5,11,PLN FLX, ,64 STOPS,STOPS,11,C, ,P,11, , , , , ,UND G MOB,4, ,4,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.068
1661, , , , , , , , ,64,14,M,-24,2,9,11,PLN FLX, ,60 STOPS,STOPS,1,C, ,P,10, , ,PLN FLX, , ,4, , , ,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.064
1662, , , , , , , , ,29,14,L,-17,2,18,11,TEMPO, ,STOPS LT,STOPS,1,C, ,P,10, ,C,PLN FLX,N, ,OVR G, , ,3 WK,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.029
1663, , , , , , , , ,42,14,L,-16,0,10,11,PLN FLX, ,60 STOPS,STOPS,5,C, ,P,10, , ,PLN FLX, , ,4, , , ,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.042
1664, , , , , , , , ,58,16,R,-24,2,9,10,AIR FLX, ,60 DBL STOPS,STOPS,11,C, ,P,9, , ,PLN FLX, , ,UND WIDE, , ,4,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.058
1665, , , , , , , , ,3,16,R,-29,3,6,11,AIR FLX, ,61 STOPS,STOPS,38,C, ,P,7, ,C,PLN FLX,N, ,UNDER WINK, ,TT,2 TAMPA,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.003
1666, , , , , , , , ,56,14,M,-26,3,4,11,AIR FLX, ,60 STOPS,STOPS,1,C, ,P,6, , ,PLN FLX, , ,4, , , ,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.056
1667, , , , , , , , ,46,16,R,23,3,11,11,AIR FLX, ,60 STOPS,STOPS,11,CGRT, ,P,5, , ,PLN FLX, , ,SPLIT,4,TEXAS TN,1 ROBBER,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.046
1668, , , , , , , , ,31,14,R,-41,2,13,11,PLN FLX, ,61 STOPS,STOPS,4,D, ,P,0, , ,PLN FLX, , ,CUB STK WOB,3, ,83,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.031
1669, , , , , , , , ,24,14,R,-26,3,9,11,TEMPO, ,STOPS RT,STOPS,6,INC, ,P,0, , , , , ,UND TITE, , ,4 POACH,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.024
1670, , , , , , , , ,25,14,M,-36,2,8,11,TEMPO, ,STOPS RT,STOPS,11,INC, ,P,0, , , , , ,UND G, , ,11,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.025
1671, , , , , , , , ,43,16,R,-22,2,13,11,AIR FLX, ,61 STOPS,STOPS,11,INC, ,P,0, , ,PLN FLX, , , , , ,2 TAMPA,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.043
1672, , , , , , , , ,3,14,R,-18,2,8,11,TEMPO, ,STOPS RT,STOPS,11,INC, ,P,0, ,I,PLN FLX,N, ,UG, ,BTEN,3 STR,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.003
1673, , , , , , , , ,78,14,L,44,1,10,11,TEMPO, ,STOPS LT,STOPS,11,INC, ,P,0, ,I,PLN FLX,N, ,OGW, ,TT,11,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.078
1674, , , , , , , , ,51,14,R,-31,3,4,12,TEMPO, ,STOPS RT,STOPS,87,D, ,P,0, ,I,PLN FLX,N,PYTHON,ODD 3/5, , ,BISON,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.051
1675, , , , , , , , ,23, , , , , ,10,AIR FLX, ,61 STOPS,STOPS, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.023
1676, , , , , , , , ,38, , , , , ,11,AIR FLX, ,61 STOPS,STOPS, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.038
1677, , , , , , , , ,20,14,R,4,5,4,11,TEMPO, ,STOPS RT Z STUTTER,STOPS,1,C+++2, ,P,24, , ,PLN FLX, ,M/S,BEAR, , ,4,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.020
1678, , , , , , , , ,43,14,R,-16,2,5,11,TEMPO, ,STOPS RT,STOPS,5,C, ,P,11, , ,PLN FLX, ,UND, , ,3 WK, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.043
1679, , , , , , , , ,66,14,R,-31,5,6,11,TEMPO, ,STOPS RT,STOPS,1,C, ,P,7, , ,PLN FLX, ,UND G, ,0,4, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.066
1680, , , , , , , , ,71,14,R,28,4,5,11,TEMPO, ,STOPS RT,STOPS,6,INC, ,P,0, , ,PLN FLX, ,SPLIT, ,0,2, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.071
1681, , , , , , , , ,40,14,L,-29,3,6,11,IN LT, ,66 STOPS H SHALLOW,STOPS/SHALLOW,4,CGRT+, ,P,7, , , , , ,BEAR 9, , ,1,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.040
1682, , , , , , , , ,16,14,R,-39,1,10,11,IN RT, ,67 STOPS H SHALLOW,STOPS/SHALLOW,76,FALSTR, ,X, , , , , , ,BEAR 9, , , ,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.016
1683, , , , , , , , ,43,14,L,31,3,6,11,ERLY FLX, ,65 STOPS TB,STOPS/TB,6,C, ,P,10, , ,ERLY FLX, , ,ODD UP, , ,2 TAMPA,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.043
1684, , , , , , , , ,62,14,R,23,3,10,11,AIR FLX, ,61 DBL STUTTER,STUTTER,1,D, ,P,0, , ,PLN FLX, , ,3 FZ, , , ,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.062
1685, , , , , , , , ,7,16,R,34,2,2,SEALS,TEMPO, ,SUBMARINE LT,SUBMARINE,2,R+, ,R,24, , ,HVY, , ,BEAR SW 2,6, ,0 SY,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.008
1687, , , , , , , , ,22,16,R,-44,2,1,SEALS,TEMPO, ,SUBMARINE RT,SUBMARINE,2,R+, ,R,15, , ,HVY, , ,TITE 62,6, ,4,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.022
1688, , , , , , , , ,22,14,R,22,2,10,11,PLN FLX,T LT,SUBWAY DN LT,SUBWAY,4,C+++2, ,P,19, , ,PLN FLX,X, ,1, , , ,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.022
1689, , , , , , , , ,48,14,L,-35,2,10,11,ERLY OFF, ,SUBWAY DN RT,SUBWAY,5,C+++, ,P,16, , , , , ,OVR G, , ,2,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.048
1690, , , , , , , , ,23,16,R,37,3,6,HCKY,AIR FL LUCKY, ,Y SUBWAY DN RT,SUBWAY,6,C+, ,P,8, ,C,PLN FLO STAR,N, ,CUB SH WK, , ,3 FLD CLD,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.023
1691, , , , , , , , ,11,14, ,-18,0,10,11,SLT FLX BCH PLANET,H MV,SUBWAY LT,SUBWAY,4,C, ,P,3, , , , , ,ODD, , ,84 ROBBER,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.011
1692, , , , , , , , ,58,14,R,29,2,10,11,LATE FLX, ,SUBWAY LT,SUBWAY,1,INC, ,P,0, , , , , ,BEAR, , ,1,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.058
1693, , , , , , , , ,40,14,L,5,3,5,11,PLN FLO, ,Y SUBWAY RT,SUBWAY,6,C, ,P,2, , ,PLN FLO, ,SPLIT, , ,4 POACH, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.040
1694, , , , , , , , ,8,16,R,-29,2,6,11,SLT FLX,H MV,H SUBWAY DN LT,SUBWAY/DN,4,C+, ,P,12, , ,TRK FLX, , , , , ,3 WK,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.008
1695, , , , , , , , ,37,14,R,-32,3,3,10,AIR FLX,H ORB,SUBWAY DN RT,SUBWAY/DN,3,C+, ,P,6, , ,PLN FLX, , ,UND G,4, ,3 CLD,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.037
1696, , , , , , , , ,58,14,R,2,2,2,11,AIR FLX,Z ORB,66 SWIPE,SWIPE,11,CGRT++2, ,P,2, , ,PLN FLX, ,SC, ,5, ,1,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.058
1697, , , , , , , , ,42,16,L,30,4,8,11,AIR FLX FLO, ,65 SWORD,SWORD,11,C, ,P,8, , ,ERLY FLX, , ,UND G, , ,6 CONE,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.042
